Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
CERS6	ENST00000305747.6	ceramide synthase 6 	1932	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0293	0.1795	0.6221	-0.16	-0.20	0.58	2009, 2011
C9orf41	ENST00000376834.3	chromosome 9 open reading frame 41 	248	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0262	0.1683	0.6550	-0.16	-0.16	0.14	NULL
SAMD4A	ENST00000392067.3	sterile alpha motif domain containing 4A 	449	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0400	0.2330	0.7031	-0.16	-0.18	0.93	2011
PHF16	ENST00000397189.1	PHD finger protein 16 	95	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0221	0.1474	0.6656	-0.16	-0.16	0.77	2005, 2007, 2009, 2011
KIAA1211L	ENST00000397899.2	KIAA1211-like 	7	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0072	0.0508	0.2897	-0.16	-0.16	0.43	2005, 2007, 2009, 2011
FAM208B	ENST00000328090.5	family with sequence similarity 208, member B 	42	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0085	0.0599	0.3320	-0.16	-0.17	0.41	NULL
RAPGEF2	ENST00000264431.4	Rap guanine nucleotide exchange factor (GEF) 2 	484	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0398	0.2390	0.7711	-0.16	-0.16	0.85	2009, 2011
FRS2	ENST00000550389.1	fibroblast growth factor receptor substrate 2 	176	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0136	0.0946	0.4941	-0.16	-0.16	0.68	2009, 2011
VAT1	ENST00000355653.3	vesicle amine transport 1 	2844	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0190	0.1251	0.5137	-0.16	-0.16	0.66	2005, 2007, 2009, 2011
SMAD2	ENST00000262160.6	SMAD family member 2 	1196	2	0	2	0	1	0	0	1	1	hsa-miR-30b-5p	0.0086	0.0618	0.3749	-0.16	-0.40	0.89	2009, 2011
ACTR1A	ENST00000487599.1	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast) 	190	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0232	0.1467	0.5383	-0.16	-0.20	0.95	2005, 2007, 2009, 2011
ARAP2	ENST00000303965.4	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 	121	1	0	0	1	0	0	0	0	1	hsa-miR-30b-5p	0.0150	0.1064	0.6225	-0.16	-0.16	0.78	2009, 2011
PPP3R1	ENST00000234310.3	protein phosphatase 3, regulatory subunit B, alpha 	117	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0122	0.0766	0.2725	-0.15	-0.40	0.84	2005, 2007, 2009, 2011
MARCH8	ENST00000453424.2	membrane-associated ring finger (C3HC4) 8, E3 ubiquitin protein ligase 	48	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0179	0.1213	0.5677	-0.15	-0.15	0.71	2009, 2011
CCDC6	ENST00000263102.6	coiled-coil domain containing 6 	193	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0065	0.0467	0.2907	-0.15	-0.15	0.63	2009, 2011
ERC2	ENST00000288221.6	ELKS/RAB6-interacting/CAST family member 2 	11	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0113	0.0805	0.4769	-0.15	-0.15	0.78	2007, 2011
EPB41L5	ENST00000443902.2	erythrocyte membrane protein band 4.1 like 5 	108	1	0	1	0	1	0	0	1	0	hsa-miR-30e-5p	0.0114	0.0822	0.5152	-0.15	-0.16	0.73	2009, 2011
ADAMTS5	ENST00000284987.5	ADAM metallopeptidase with thrombospondin type 1 motif, 5 	68	1	0	0	1	2	0	1	1	0	hsa-miR-30b-5p	0.0194	0.1377	0.7974	-0.15	-0.19	0.78	2009, 2011
EVI5	ENST00000370331.1	ecotropic viral integration site 5 	172	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0149	0.1039	0.5717	-0.15	-0.19	0.71	2009, 2011
FZD2	ENST00000315323.3	frizzled family receptor 2 	807	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0431	0.2453	0.6844	-0.15	-0.17	0.88	2011
ADAM10	ENST00000260408.3	ADAM metallopeptidase domain 10 	385	1	0	0	1	1	1	0	0	0	hsa-miR-30c-5p	0.0098	0.0686	0.3705	-0.15	-0.21	0.78	NULL
SGCB	ENST00000381431.5	sarcoglycan, beta (43kDa dystrophin-associated glycoprotein) 	1795	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0106	0.0732	0.3813	-0.15	-0.37	0.69	2011
ADAMTS9	ENST00000295903.4	ADAM metallopeptidase with thrombospondin type 1 motif, 9 	5	1	0	1	0	0	0	0	0	1	hsa-miR-30a-5p	0.0155	0.1066	0.5276	-0.15	-0.15	0.71	2005, 2007, 2009, 2011
GATA6	ENST00000269216.3	GATA binding protein 6 	691	1	0	0	1	1	1	0	0	0	hsa-miR-30a-5p	0.0122	0.0845	0.4397	-0.15	-0.19	0.78	2005, 2007
ARID4B	ENST00000349213.3	AT rich interactive domain 4B (RBP1-like) 	940	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0262	0.1687	0.6620	-0.15	-0.15	0.84	2005, 2007, 2009, 2011
NUAK1	ENST00000261402.2	NUAK family, SNF1-like kinase, 1 	489	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0177	0.1191	0.5398	-0.15	-0.15	0.78	2007, 2009, 2011
LMLN	ENST00000330198.4	leishmanolysin-like (metallopeptidase M8 family) 	18	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0174	0.1169	0.5404	-0.15	-0.19	0.44	2007, 2009, 2011
PRDM5	ENST00000515109.1	PR domain containing 5 	22	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0068	0.0489	0.3127	-0.15	-0.15	< 0.1	NULL
ZCCHC14	ENST00000268616.4	zinc finger, CCHC domain containing 14 	64	1	0	1	0	0	0	0	0	1	hsa-miR-30c-5p	0.0315	0.1978	0.7326	-0.15	-0.17	0.70	2005, 2007, 2009, 2011
GPR63	ENST00000229955.3	G protein-coupled receptor 63 	5	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0121	0.0865	0.5268	-0.15	-0.15	0.78	NULL
JOSD1	ENST00000216039.5	Josephin domain containing 1 	24	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0128	0.0808	0.2929	-0.15	-0.34	0.95	2007, 2009, 2011
POLR1D	ENST00000399697.3	polymerase (RNA) I polypeptide D, 16kDa 	2372	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0076	0.0533	0.2882	-0.15	-0.23	< 0.1	2009, 2011
MDM4	ENST00000391947.2	Mdm4 p53 binding protein homolog (mouse) 	443	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0290	0.1850	0.7287	-0.15	-0.16	0.81	2011
DLGAP4	ENST00000373913.3	discs, large (Drosophila) homolog-associated protein 4 	1188	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0349	0.2109	0.6746	-0.15	-0.16	0.94	2005, 2007, 2009, 2011
INHBA	ENST00000242208.4	inhibin, beta A 	1260	1	0	1	0	0	0	0	0	1	hsa-miR-30b-5p	0.0129	0.0932	0.5869	-0.15	-0.15	0.68	NULL
MARCH6	ENST00000274140.5	membrane-associated ring finger (C3HC4) 6, E3 ubiquitin protein ligase 	14086	1	1	0	0	1	0	1	0	1	hsa-miR-30a-5p	0.0301	0.1898	0.7244	-0.15	-0.26	0.74	2007, 2009, 2011
CACNA1D	ENST00000288139.4	calcium channel, voltage-dependent, L type, alpha 1D subunit 	5	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0090	0.0646	0.4020	-0.15	-0.15	0.78	2011
NFIA	ENST00000403491.3	nuclear factor I/A 	5	1	0	1	0	0	0	0	0	1	hsa-miR-30a-5p	0.0211	0.1467	0.8007	-0.15	-0.15	0.70	2011
ABCC9	ENST00000261200.4	ATP-binding cassette, sub-family C (CFTR/MRP), member 9 	5	1	1	0	0	0	0	0	0	2	hsa-miR-30b-5p	0.0300	0.2045	1.0403	-0.15	-0.15	0.16	2011
TRIM71	ENST00000383763.5	tripartite motif containing 71, E3 ubiquitin protein ligase 	67	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0161	0.1136	0.6655	-0.15	-0.23	0.59	NULL
C21orf91	ENST00000400558.3	chromosome 21 open reading frame 91 	998	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0167	0.1159	0.6205	-0.15	-0.17	0.29	2009, 2011
PPFIA2	ENST00000549396.1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2 	5	1	1	0	0	0	0	0	0	1	hsa-miR-30e-5p	0.0264	0.1754	0.7913	-0.15	-0.15	0.76	2011
YES1	ENST00000577961.1	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1 	168	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0176	0.1199	0.5855	-0.15	-0.16	0.66	2009
RBM12	ENST00000374114.3	RNA binding motif protein 12 	431	1	1	0	0	2	1	1	0	0	hsa-miR-30a-5p	0.0213	0.1446	0.6936	-0.15	-0.18	0.67	2009, 2011
ZSWIM6	ENST00000252744.5	zinc finger, SWIM-type containing 6 	933	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0138	0.0963	0.5145	-0.15	-0.15	0.78	2011
CAMKK2	ENST00000538733.1	calcium/calmodulin-dependent protein kinase kinase 2, beta 	1157	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0181	0.1225	0.5820	-0.15	-0.15	0.52	2005, 2007, 2009, 2011
BAZ2B	ENST00000392782.1	bromodomain adjacent to zinc finger domain, 2B 	25	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0306	0.1938	0.7306	-0.15	-0.15	0.95	2011
RASA2	ENST00000286364.3	RAS p21 protein activator 2 	170	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0286	0.1872	0.8008	-0.15	-0.15	0.94	NULL
MIS18BP1	ENST00000310806.4	MIS18 binding protein 1 	74	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0092	0.0640	0.3311	-0.15	-0.20	0.48	2011
SOBP	ENST00000317357.5	sine oculis binding protein homolog (Drosophila) 	22	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0134	0.0902	0.4207	-0.15	-0.24	0.69	2007, 2009, 2011
CELF2	ENST00000379261.4	CUGBP, Elav-like family member 2 	45	1	0	1	0	1	0	0	1	2	hsa-miR-30e-5p	0.0240	0.1695	0.9565	-0.15	-0.17	0.46	2005, 2007
RIMBP2	ENST00000261655.4	RIMS binding protein 2 	7	1	1	0	0	2	0	2	0	0	hsa-miR-30e-5p	0.0181	0.1286	0.7316	-0.15	-0.16	0.20	2007, 2009, 2011
AP3M1	ENST00000355264.4	adaptor-related protein complex 3, mu 1 subunit 	601	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0120	0.0834	0.4384	-0.15	-0.15	0.78	2005, 2007, 2009, 2011
RASGEF1B	ENST00000509081.1	RasGEF domain family, member 1B 	20	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0246	0.1605	0.6606	-0.15	-0.15	0.76	NULL
CNGB3	ENST00000320005.5	cyclic nucleotide gated channel beta 3 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0232	0.1523	0.6394	-0.15	-0.15	0.70	2009, 2011
UBN1	ENST00000262376.6	ubinuclein 1 	586	1	1	0	0	1	1	0	0	0	hsa-miR-30a-5p	0.0568	0.3348	1.1445	-0.15	-0.15	0.94	2005, 2007, 2009, 2011
LEPR	ENST00000371060.3	leptin receptor 	169	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0146	0.1013	0.5225	-0.15	-0.15	0.34	2011
STT3B	ENST00000295770.2	STT3B, subunit of the oligosaccharyltransferase complex (catalytic) 	4458	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0187	0.1268	0.6082	-0.15	-0.18	0.50	NULL
SOX12	ENST00000342665.2	SRY (sex determining region Y)-box 12 	6341	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0284	0.1774	0.6146	-0.15	-0.15	0.95	2005, 2007, 2009, 2011
CEP44	ENST00000296519.4	centrosomal protein 44kDa 	376	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0193	0.1277	0.5457	-0.15	-0.15	0.78	2009, 2011
ENOX2	ENST00000370935.1	ecto-NOX disulfide-thiol exchanger 2 	215	1	0	1	0	1	1	0	0	0	hsa-miR-30b-5p	0.0142	0.1012	0.5916	-0.15	-0.18	0.64	2007
PARP8	ENST00000503750.2	poly (ADP-ribose) polymerase family, member 8 	80	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0130	0.0877	0.4102	-0.15	-0.23	0.71	2011
SOX13	ENST00000367204.1	SRY (sex determining region Y)-box 13 	1061	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0121	0.0829	0.3989	-0.15	-0.15	0.85	2009, 2011
FGD6	ENST00000343958.4	FYVE, RhoGEF and PH domain containing 6 	21	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0169	0.1151	0.5499	-0.15	-0.17	0.71	2005, 2007, 2009, 2011
KLF13	ENST00000307145.3	Kruppel-like factor 13 	5	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0113	0.0783	0.4080	-0.15	-0.15	0.78	2005, 2007, 2009, 2011
ARHGEF6	ENST00000370620.1	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6 	15	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0467	0.2543	0.6851	-0.15	-0.20	0.95	2005, 2007, 2009, 2011
FBXO34	ENST00000313833.4	F-box protein 34 	80	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0219	0.1430	0.5804	-0.14	-0.14	0.95	2005, 2007, 2009, 2011
MAFG	ENST00000357736.4	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog G 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0284	0.1800	0.6623	-0.14	-0.14	0.94	2005, 2007, 2009, 2011
LDLR	ENST00000558518.1	low density lipoprotein receptor 	1462	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0092	0.0648	0.3515	-0.14	-0.15	0.59	2011
DSTYK	ENST00000367160.4	dual serine/threonine and tyrosine protein kinase 	256	1	1	0	0	1	0	1	0	1	hsa-miR-30b-5p	0.0452	0.2730	0.9550	-0.14	-0.15	0.94	2005, 2007, 2009, 2011
ATP2B2	ENST00000352432.4	ATPase, Ca++ transporting, plasma membrane 2 	170	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0368	0.2244	0.7580	-0.14	-0.15	0.95	2005, 2007, 2009, 2011
BAHD1	ENST00000416165.1	bromo adjacent homology domain containing 1 	76	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0253	0.1602	0.5819	-0.14	-0.15	0.95	2005, 2007, 2009, 2011
UNC5C	ENST00000453304.1	unc-5 homolog C (C. elegans) 	60	1	1	0	0	0	0	0	0	2	hsa-miR-30e-5p	0.0520	0.3061	1.0213	-0.14	-0.14	0.95	2005, 2007, 2009, 2011
THBS2	ENST00000366787.3	thrombospondin 2 	372	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0068	0.0485	0.2852	-0.14	-0.14	0.78	2005, 2007, 2009, 2011
NEGR1	ENST00000357731.5	neuronal growth regulator 1 	28	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0266	0.1750	0.7662	-0.14	-0.14	0.78	2005, 2007, 2009, 2011
CTDSPL2	ENST00000260327.4	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2 	457	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0086	0.0612	0.3708	-0.14	-0.16	0.71	2007, 2009, 2011
GOLGA6L10	ENST00000439287.4	Putative golgin subfamily A member 6-like protein 10  	0	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0119	0.0834	0.4581	-0.14	-0.14	< 0.1	NULL
GPRIN3	ENST00000609438.1	GPRIN family member 3 	213	1	1	0	0	2	1	1	0	0	hsa-miR-30e-5p	0.0320	0.2274	1.3333	-0.14	-0.16	0.47	NULL
GPT2	ENST00000340124.4	glutamic pyruvate transaminase (alanine aminotransferase) 2 	1750	1	0	0	1	1	0	0	1	0	hsa-miR-30e-5p	0.0041	0.0293	0.1807	-0.14	-0.23	0.78	2005, 2007, 2009, 2011
ZDHHC17	ENST00000426126.2	zinc finger, DHHC-type containing 17 	117	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0411	0.2279	0.6315	-0.14	-0.20	0.86	2005, 2007, 2009, 2011
CRMP1	ENST00000324989.7	collapsin response mediator protein 1 	252	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0116	0.0798	0.3949	-0.14	-0.14	0.48	NULL
HNRNPC	ENST00000336053.6	heterogeneous nuclear ribonucleoprotein C (C1/C2) 	1103	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0112	0.0766	0.3813	-0.14	-0.23	0.46	2011
CALD1	ENST00000361388.2	caldesmon 1 	1013	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0087	0.0613	0.3344	-0.14	-0.18	0.65	2009, 2011
ZRANB3	ENST00000401392.1	zinc finger, RAN-binding domain containing 3 	26	1	0	1	0	1	0	0	1	0	hsa-miR-30e-5p	0.0104	0.0742	0.4416	-0.14	-0.15	0.60	NULL
KCTD7	ENST00000275532.3	potassium channel tetramerization domain containing 7 	693	1	1	0	0	0	0	0	0	1	hsa-miR-30c-5p	0.0337	0.2118	0.7811	-0.14	-0.14	0.95	2005, 2007, 2009, 2011
USP14	ENST00000261601.7	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase) 	561	1	0	1	0	2	0	2	0	0	hsa-miR-30e-5p	0.0084	0.0594	0.3298	-0.14	-0.33	0.71	NULL
KIF16B	ENST00000354981.2	kinesin family member 16B 	113	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0225	0.1454	0.5607	-0.14	-0.14	0.53	2005, 2007, 2009, 2011
MFSD6	ENST00000392328.1	major facilitator superfamily domain containing 6 	47	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0251	0.1639	0.6876	-0.14	-0.15	0.95	2005, 2007, 2009, 2011
ZNF148	ENST00000360647.4	zinc finger protein 148 	230	1	1	0	0	1	0	1	0	0	hsa-miR-30e-5p	0.0216	0.1499	0.8012	-0.14	-0.19	0.82	2007, 2009, 2011
FAM155A	ENST00000375915.2	family with sequence similarity 155, member A 	118	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0089	0.0633	0.3764	-0.14	-0.14	0.78	2007, 2009, 2011
GRM3	ENST00000361669.2	glutamate receptor, metabotropic 3 	10	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0141	0.0957	0.4460	-0.14	-0.14	0.22	2005, 2007, 2009, 2011
ACAP2	ENST00000326793.6	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 	253	2	1	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0220	0.1544	0.8534	-0.14	-0.17	0.71	2005, 2007, 2009, 2011
VPS33A	ENST00000267199.4	vacuolar protein sorting 33 homolog A (S. cerevisiae) 	282	1	1	0	0	1	0	1	0	0	hsa-miR-30c-5p	0.0131	0.0791	0.3273	-0.14	-0.34	0.90	NULL
C7orf60	ENST00000297145.4	chromosome 7 open reading frame 60 	39	2	1	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0178	0.1174	0.5266	-0.14	-0.21	0.87	2005, 2007, 2009, 2011
DPY19L3	ENST00000586987.1	dpy-19-like 3 (C. elegans) 	146	2	1	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0181	0.1260	0.6803	-0.14	-0.14	0.57	2009, 2011
ADRB1	ENST00000369295.2	adrenoceptor beta 1 	12	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0060	0.0431	0.2568	-0.14	-0.14	0.56	2005, 2007, 2009, 2011
NAPG	ENST00000322897.6	N-ethylmaleimide-sensitive factor attachment protein, gamma 	277	1	1	0	0	1	0	1	0	0	hsa-miR-30e-5p	0.0075	0.0530	0.3087	-0.14	-0.25	0.60	2011
TNRC6C	ENST00000335749.4	trinucleotide repeat containing 6C 	248	2	1	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0372	0.2459	1.0268	-0.14	-0.14	0.99	2011
POGLUT1	ENST00000295588.4	protein O-glucosyltransferase 1 	262	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0061	0.0440	0.2730	-0.14	-0.16	0.63	2009, 2011
SSX2IP	ENST00000342203.3	synovial sarcoma, X breakpoint 2 interacting protein 	197	1	1	0	0	1	0	1	0	0	hsa-miR-30b-5p	0.0232	0.1422	0.4981	-0.14	-0.29	0.91	2005, 2007, 2009, 2011
LPP	ENST00000312675.4	LIM domain containing preferred translocation partner in lipoma 	1894	1	1	0	0	1	1	0	0	1	hsa-miR-30b-5p	0.0413	0.2763	1.3270	-0.14	-0.14	0.86	2005, 2007, 2009, 2011
OVOL2	ENST00000278780.6	ovo-like 2 (Drosophila) 	17	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0033	0.0238	0.1417	-0.14	-0.26	0.78	2009, 2011
HDAC9	ENST00000405010.3	histone deacetylase 9 	13	2	1	1	0	0	0	0	0	1	hsa-miR-30b-5p	0.0272	0.1529	0.4724	-0.14	-0.38	0.92	2009, 2011
SFXN1	ENST00000321442.5	sideroflexin 1 	1018	1	1	0	0	1	0	1	0	0	hsa-miR-30b-5p	0.0102	0.0711	0.3885	-0.14	-0.27	0.31	2009, 2011
RNF165	ENST00000269439.7	ring finger protein 165 	18	3	1	1	1	0	0	0	0	0	hsa-miR-30e-5p	0.0450	0.3004	1.3293	-0.14	-0.14	0.97	2007, 2009, 2011
STAU1	ENST00000371828.3	staufen double-stranded RNA binding protein 1 	826	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0200	0.1290	0.4902	-0.14	-0.16	0.54	NULL
SUV39H2	ENST00000313519.5	suppressor of variegation 3-9 homolog 2 (Drosophila) 	54	1	1	0	0	1	0	0	1	0	hsa-miR-30b-5p	0.0146	0.0986	0.4627	-0.14	-0.27	< 0.1	2009, 2011
SLC9A8	ENST00000361573.2	solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8 	474	1	1	0	0	1	0	1	0	0	hsa-miR-30b-5p	0.0348	0.2187	0.8141	-0.14	-0.14	0.93	2005, 2007, 2009, 2011
TENM3	ENST00000511685.1	teneurin transmembrane protein 3 	30	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0442	0.2736	1.0458	-0.14	-0.14	0.90	2007, 2009, 2011
FOXO3	ENST00000343882.6	forkhead box O3 	32	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0071	0.0511	0.3175	-0.14	-0.14	0.78	2005, 2007, 2009, 2011
HNRNPA3	ENST00000411529.2	heterogeneous nuclear ribonucleoprotein A3 	329	1	1	0	0	2	1	1	0	1	hsa-miR-30b-5p	0.0063	0.0454	0.2768	-0.14	-0.46	0.27	2009, 2011
PAFAH1B2	ENST00000527958.1	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 (30kDa) 	180	3	1	2	0	0	0	0	0	0	hsa-miR-30e-5p	0.0103	0.0690	0.3347	-0.13	-0.71	0.97	2011
ZCCHC24	ENST00000372336.3	zinc finger, CCHC domain containing 24 	359	2	0	2	0	0	0	0	0	0	hsa-miR-30b-5p	0.0145	0.1023	0.5672	-0.13	-0.13	0.91	2005, 2007, 2009, 2011
SIDT2	ENST00000324225.4	SID1 transmembrane family, member 2 	341	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0089	0.0621	0.3284	-0.13	-0.13	0.78	2009, 2011
RCAN1	ENST00000482533.1	regulator of calcineurin 1 	715	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0112	0.0783	0.4268	-0.13	-0.17	0.71	NULL
PDE3A	ENST00000359062.3	phosphodiesterase 3A, cGMP-inhibited 	1182	1	1	0	0	2	0	2	0	0	hsa-miR-30e-5p	0.0262	0.1765	0.8517	-0.13	-0.22	0.45	NULL
BNC2	ENST00000380672.4	basonuclin 2 	770	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0468	0.2786	0.9352	-0.13	-0.13	0.95	2005, 2007, 2009, 2011
TTC28	ENST00000397906.2	tetratricopeptide repeat domain 28 	227	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0117	0.0805	0.3994	-0.13	-0.13	0.68	2011
PIN4	ENST00000218432.5	protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin) 	29	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0078	0.0562	0.3511	-0.13	-0.13	< 0.1	NULL
OXTR	ENST00000316793.3	oxytocin receptor 	24	1	1	0	0	1	0	0	1	1	hsa-miR-30b-5p	0.0127	0.0891	0.4893	-0.13	-0.19	< 0.1	NULL
YTHDF3	ENST00000539294.1	YTH domain family, member 3 	444	1	1	0	0	1	0	1	0	0	hsa-miR-30e-5p	0.0139	0.0936	0.4439	-0.13	-0.28	0.64	2005, 2007, 2009, 2011
NCALD	ENST00000395923.1	neurocalcin delta 	49	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0042	0.0308	0.1993	-0.13	-0.13	< 0.1	2005, 2007, 2009, 2011
PROM1	ENST00000447510.2	prominin 1 	5	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0063	0.0453	0.2915	-0.13	-0.13	0.78	2009, 2011
KIAA1147	ENST00000536163.1	KIAA1147 	73	1	1	0	0	1	0	1	0	1	hsa-miR-30b-5p	0.0286	0.1830	0.7581	-0.13	-0.18	0.65	2007, 2009, 2011
HOXA2	ENST00000222718.5	homeobox A2 	14	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0074	0.0521	0.2904	-0.13	-0.29	0.20	NULL
VAV3	ENST00000370056.4	vav 3 guanine nucleotide exchange factor 	1128	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0407	0.2434	0.7820	-0.13	-0.13	0.82	2009, 2011
GREB1L	ENST00000580732.2	growth regulation by estrogen in breast cancer-like 	30	1	0	0	1	0	0	0	0	2	hsa-miR-30e-5p	0.0177	0.1239	0.6802	-0.13	-0.13	0.78	NULL
FBXL20	ENST00000394294.3	F-box and leucine-rich repeat protein 20 	455	2	1	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0327	0.2075	0.7935	-0.13	-0.18	0.99	2005, 2007, 2009, 2011
JAG2	ENST00000331782.3	jagged 2 	68	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0257	0.1598	0.5538	-0.13	-0.16	0.95	2005, 2007, 2009, 2011
